test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,minimal_api,00:00:30,global information,3000,3000,0,100,10.49,105.09,201.45,106.75,150.66,190.85,199.55,54.27,0.454,0.467,0.483,1.4
nbomber_default_test_suite_name,nbomber_default_test_name,controller,00:00:30,global information,3000,3000,0,100,0.15,0.95,13.69,0.91,1.13,1.54,2.59,0.56,0.453,0.467,0.484,1.4
